Segment,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost
Corporate,Jacksonville,Florida,Office Supplies,Binders,57.582,3,0.7,-44.1462,101.7282
Corporate,Jacksonville,Florida,Office Supplies,Paper,31.104,6,0.2,10.8864,20.217599999999997
Corporate,Jacksonville,Florida,Furniture,Furnishings,30.192,3,0.2,8.3028,21.889200000000002
Corporate,Jacksonville,Florida,Technology,Phones,43.6,5,0.2,4.36,39.24
Corporate,Jacksonville,Florida,Office Supplies,Art,4.768,2,0.2,0.4172,4.3508
Corporate,Jacksonville,Florida,Office Supplies,Binders,10.38,2,0.7,-7.612,17.992
Corporate,Jacksonville,Florida,Office Supplies,Binders,13.392,8,0.7,-9.8208,23.2128
Consumer,Philadelphia,Pennsylvania,Technology,Phones,39.594,1,0.4,-7.2589,46.8529
Consumer,Philadelphia,Pennsylvania,Furniture,Furnishings,91.008,9,0.2,19.3392,71.66879999999999
Consumer,Los Angeles,California,Office Supplies,Paper,37.94,2,0.0,18.2112,19.728799999999996
Consumer,Los Angeles,California,Office Supplies,Paper,42.8,10,0.0,19.26,23.539999999999996
Consumer,Los Angeles,California,Office Supplies,Storage,33.63,3,0.0,10.089,23.541000000000004
Corporate,Philadelphia,Pennsylvania,Office Supplies,Envelopes,62.808,3,0.2,21.1977,41.610299999999995
Consumer,Eau Claire,Wisconsin,Office Supplies,Paper,195.64,4,0.0,91.9508,103.68919999999999
Consumer,Eau Claire,Wisconsin,Technology,Phones,239.9,2,0.0,71.97,167.93
Consumer,Philadelphia,Pennsylvania,Furniture,Chairs,380.058,3,0.3,-21.7176,401.7756
Consumer,Philadelphia,Pennsylvania,Technology,Copiers,1199.976,4,0.4,179.9964,1019.9796000000001
Consumer,Philadelphia,Pennsylvania,Furniture,Furnishings,48.576,3,0.2,9.7152,38.8608
Consumer,Los Angeles,California,Office Supplies,Paper,17.94,3,0.0,8.073,9.867
Consumer,Philadelphia,Pennsylvania,Office Supplies,Paper,18.264,3,0.2,6.1641,12.099899999999998
Consumer,Philadelphia,Pennsylvania,Office Supplies,Appliances,34.656,2,0.2,5.6316,29.0244
Consumer,Philadelphia,Pennsylvania,Office Supplies,Appliances,81.552,2,0.2,8.1552,73.39680000000001
Consumer,Philadelphia,Pennsylvania,Office Supplies,Storage,227.136,4,0.2,-42.588,269.724
Consumer,Norwich,Connecticut,Office Supplies,Binders,10.36,2,0.0,5.0764,5.2836
Consumer,San Antonio,Texas,Office Supplies,Appliances,463.248,8,0.8,-1181.2824,1644.5304
Consumer,San Antonio,Texas,Technology,Accessories,383.952,6,0.2,47.994,335.95799999999997
Home Office,Yuma,Arizona,Office Supplies,Binders,44.856,6,0.7,-35.8848,80.74080000000001
Consumer,Columbus,Ohio,Technology,Machines,30.345,7,0.7,-24.276,54.620999999999995
Consumer,Columbus,Ohio,Furniture,Chairs,127.554,3,0.3,-9.111,136.665
Consumer,Columbus,Ohio,Furniture,Furnishings,77.952,3,0.2,15.5904,62.361599999999996
Corporate,Los Angeles,California,Office Supplies,Binders,14.016,4,0.2,4.9056,9.1104
Corporate,Richmond,Kentucky,Office Supplies,Storage,69.52,2,0.0,19.4656,50.0544
Corporate,Richmond,Kentucky,Office Supplies,Art,5.64,3,0.0,1.6356,4.0043999999999995
Consumer,New York City,New York,Office Supplies,Binders,13.776,3,0.2,4.4772,9.2988
Consumer,Wausau,Wisconsin,Office Supplies,Appliances,245.88,6,0.0,68.8464,177.03359999999998
Consumer,Wausau,Wisconsin,Office Supplies,Storage,36.63,3,0.0,9.8901,26.739900000000002
Consumer,Wausau,Wisconsin,Office Supplies,Storage,22.58,2,0.0,5.8708,16.7092
Consumer,Wausau,Wisconsin,Office Supplies,Binders,12.39,3,0.0,5.8233,6.566700000000001
Home Office,San Francisco,California,Office Supplies,Binders,39.92,5,0.2,13.473,26.447000000000003
Home Office,San Francisco,California,Office Supplies,Paper,61.96,2,0.0,27.882,34.078
Home Office,San Francisco,California,Office Supplies,Binders,19.936,4,0.2,7.2268,12.7092
Consumer,Dublin,Ohio,Office Supplies,Binders,3.798,2,0.7,-2.6586,6.4566
Consumer,Dublin,Ohio,Office Supplies,Paper,27.744,6,0.2,10.0572,17.686799999999998
Consumer,Dublin,Ohio,Technology,Phones,158.376,4,0.4,-34.3148,192.6908
Home Office,Henderson,Kentucky,Furniture,Furnishings,27.58,2,0.0,11.5836,15.996399999999998
Consumer,Bowling Green,Ohio,Office Supplies,Binders,5.553,3,0.7,-4.0722,9.6252
Consumer,Memphis,Tennessee,Office Supplies,Storage,243.92,5,0.2,-54.882,298.80199999999996
Consumer,Lakewood,New Jersey,Office Supplies,Fasteners,14.96,4,0.0,0.2992,14.6608
Corporate,Los Angeles,California,Office Supplies,Binders,7.184,2,0.2,2.245,4.939
Consumer,Rochester,New York,Office Supplies,Binders,10.512,3,0.2,3.6792,6.832800000000001
Corporate,Salem,Oregon,Technology,Phones,263.96,5,0.2,19.797,244.16299999999998
Corporate,Salem,Oregon,Office Supplies,Art,71.632,11,0.2,17.908,53.724000000000004
Corporate,Salem,Oregon,Office Supplies,Art,9.328,1,0.2,0.8162,8.5118
Consumer,Pasco,Washington,Office Supplies,Art,5.88,2,0.0,2.646,3.234
Consumer,Pasco,Washington,Furniture,Chairs,975.92,5,0.2,121.99,853.93
Consumer,Pasco,Washington,Office Supplies,Art,303.84,8,0.0,91.152,212.688
Consumer,Pasco,Washington,Office Supplies,Storage,485.88,6,0.0,19.4352,466.4448
Consumer,Oakland,California,Furniture,Furnishings,12.54,3,0.0,4.5144,8.025599999999999
Consumer,Oakland,California,Office Supplies,Storage,8.94,3,0.0,0.6258,8.3142
Consumer,Oakland,California,Furniture,Furnishings,9.24,3,0.0,4.4352,4.8048
Consumer,Los Angeles,California,Office Supplies,Binders,70.008,3,0.2,24.5028,45.505199999999995
Consumer,Los Angeles,California,Furniture,Furnishings,77.6,4,0.0,38.024,39.57599999999999
Consumer,Los Angeles,California,Furniture,Furnishings,464.85,9,0.0,92.97,371.88
Corporate,Oak Park,Illinois,Office Supplies,Art,10.192,7,0.2,1.0192,9.1728
Corporate,Morristown,New Jersey,Office Supplies,Binders,1793.98,2,0.0,843.1706,950.8094
Home Office,Austin,Texas,Technology,Phones,758.352,6,0.2,265.4232,492.92879999999997
Corporate,New York City,New York,Office Supplies,Binders,20.368,1,0.2,7.3834,12.984599999999999
Corporate,New York City,New York,Office Supplies,Binders,49.848,3,0.2,16.8237,33.0243
Consumer,New York City,New York,Technology,Phones,239.97,3,0.0,67.1916,172.7784
Consumer,Seattle,Washington,Furniture,Chairs,2404.704,6,0.2,150.294,2254.4100000000003
Consumer,Seattle,Washington,Office Supplies,Binders,563.024,11,0.2,190.0206,373.0034
Consumer,Seattle,Washington,Office Supplies,Storage,344.91,3,0.0,10.3473,334.5627
Consumer,Seattle,Washington,Office Supplies,Labels,8.64,3,0.0,4.2336,4.4064000000000005
Corporate,Lancaster,Pennsylvania,Technology,Phones,89.988,2,0.4,-14.998,104.986
Corporate,Lancaster,Pennsylvania,Office Supplies,Paper,229.544,7,0.2,83.2097,146.3343
Consumer,Houston,Texas,Office Supplies,Fasteners,1.824,2,0.2,0.6156,1.2084000000000001
Consumer,Houston,Texas,Office Supplies,Appliances,18.32,5,0.8,-46.716,65.036
Consumer,Houston,Texas,Office Supplies,Storage,48.816,3,0.2,-11.5938,60.409800000000004
Consumer,Houston,Texas,Office Supplies,Binders,1.188,1,0.8,-1.9602,3.1482
Corporate,Columbus,Ohio,Technology,Accessories,119.8,5,0.2,29.95,89.85
Home Office,Durham,North Carolina,Office Supplies,Storage,61.568,2,0.2,4.6176,56.950399999999995
Home Office,Durham,North Carolina,Office Supplies,Art,6.192,3,0.2,0.4644,5.7276
Consumer,Pensacola,Florida,Office Supplies,Binders,2.214,3,0.7,-1.476,3.69
Corporate,Henderson,Kentucky,Office Supplies,Envelopes,5.32,2,0.0,2.6068,2.7132000000000005
Corporate,Henderson,Kentucky,Furniture,Chairs,975.92,4,0.0,292.776,683.144
Corporate,Henderson,Kentucky,Technology,Accessories,2249.91,9,0.0,517.4793,1732.4307
Corporate,Henderson,Kentucky,Office Supplies,Storage,59.92,4,0.0,16.7776,43.1424
Consumer,Anaheim,California,Office Supplies,Binders,171.2,5,0.2,64.2,106.99999999999999
Consumer,Anaheim,California,Office Supplies,Art,3.36,2,0.0,0.8736,2.4863999999999997
Corporate,Detroit,Michigan,Office Supplies,Paper,114.2,5,0.0,52.532,61.668000000000006
Corporate,Marietta,Georgia,Furniture,Chairs,182.67,3,0.0,52.9743,129.6957
Corporate,Marietta,Georgia,Technology,Accessories,101.7,6,0.0,6.102,95.598
Corporate,Marietta,Georgia,Office Supplies,Storage,1126.02,3,0.0,56.301,1069.719
Corporate,Marietta,Georgia,Office Supplies,Storage,1263.3,6,0.0,315.825,947.4749999999999
Corporate,Seattle,Washington,Office Supplies,Art,8.82,3,0.0,2.5578,6.2622
Corporate,Seattle,Washington,Office Supplies,Paper,37.94,2,0.0,18.2112,19.728799999999996
Corporate,Seattle,Washington,Office Supplies,Art,4.2,2,0.0,1.176,3.024
Corporate,Seattle,Washington,Office Supplies,Storage,227.28,2,0.0,2.2728,225.0072
Corporate,Seattle,Washington,Office Supplies,Paper,47.9,1,0.0,22.992,24.907999999999998
Corporate,Seattle,Washington,Office Supplies,Envelopes,61.96,2,0.0,30.3604,31.599600000000002
Corporate,Seattle,Washington,Office Supplies,Storage,1117.92,4,0.0,55.896,1062.0240000000001
Consumer,Parma,Ohio,Furniture,Chairs,183.372,2,0.3,-7.8588,191.23080000000002
Consumer,Parma,Ohio,Office Supplies,Paper,7.968,2,0.2,2.8884,5.0796
Consumer,Gresham,Oregon,Office Supplies,Binders,26.352,8,0.7,-18.4464,44.7984
Corporate,Anaheim,California,Office Supplies,Storage,481.32,4,0.0,125.1432,356.1768
Corporate,Anaheim,California,Office Supplies,Supplies,13.98,1,0.0,3.6348,10.3452
Consumer,New York City,New York,Office Supplies,Binders,25.92,6,0.2,9.072,16.848000000000003
Consumer,New York City,New York,Office Supplies,Labels,91.59,3,0.0,42.1314,49.458600000000004
Corporate,Houston,Texas,Furniture,Chairs,674.058,3,0.3,-19.2588,693.3168
Corporate,Concord,New Hampshire,Office Supplies,Binders,22.92,4,0.0,11.0016,11.918400000000002
Corporate,Concord,New Hampshire,Office Supplies,Storage,269.9,5,0.0,16.194,253.706
Consumer,Fairfield,Ohio,Office Supplies,Binders,11.808,8,0.7,-8.6592,20.4672
Consumer,Fairfield,Ohio,Technology,Phones,9.588,2,0.4,-2.0774,11.665399999999998
Consumer,Johnson City,Tennessee,Office Supplies,Envelopes,18.336,3,0.2,6.6468,11.6892
Consumer,Johnson City,Tennessee,Office Supplies,Paper,36.288,7,0.2,12.7008,23.587199999999996
Consumer,Johnson City,Tennessee,Technology,Phones,111.984,2,0.2,6.999,104.985
Consumer,Johnson City,Tennessee,Office Supplies,Binders,5.97,5,0.7,-4.577,10.547
Consumer,Johnson City,Tennessee,Office Supplies,Binders,2.508,2,0.7,-1.8392,4.3472
Consumer,Seattle,Washington,Office Supplies,Art,35.96,2,0.0,10.4284,25.5316
Consumer,Seattle,Washington,Office Supplies,Binders,14.952,3,0.2,5.4201,9.5319
Consumer,League City,Texas,Office Supplies,Art,67.144,7,0.2,5.8751,61.2689
Consumer,League City,Texas,Furniture,Chairs,254.058,3,0.3,-32.6646,286.7226
Corporate,Gaithersburg,Maryland,Furniture,Bookcases,173.94,3,0.0,38.2668,135.6732
Corporate,Gaithersburg,Maryland,Technology,Phones,231.98,2,0.0,67.2742,164.7058
Consumer,Chicago,Illinois,Office Supplies,Binders,2.296,2,0.8,-3.9032,6.199199999999999
Home Office,Huntsville,Alabama,Office Supplies,Paper,96.08,2,0.0,46.1184,49.9616
Home Office,Huntsville,Alabama,Office Supplies,Fasteners,3.62,2,0.0,1.1946,2.4254
Home Office,Huntsville,Alabama,Office Supplies,Paper,629.1,6,0.0,301.968,327.132
Home Office,Huntsville,Alabama,Technology,Phones,90.48,2,0.0,23.5248,66.9552
Corporate,Lawrence,Massachusetts,Office Supplies,Art,14.88,2,0.0,3.72,11.16
Consumer,Chicago,Illinois,Furniture,Tables,91.275,1,0.5,-67.5435,158.8185
Home Office,Fairfield,Connecticut,Office Supplies,Paper,19.44,3,0.0,9.3312,10.1088
Home Office,Fairfield,Connecticut,Furniture,Chairs,897.15,3,0.0,251.202,645.948
Consumer,New York City,New York,Office Supplies,Art,57.75,5,0.0,16.17,41.58
Consumer,New York City,New York,Office Supplies,Paper,14.94,3,0.0,7.0218,7.9182
Corporate,Seattle,Washington,Office Supplies,Art,23.1,2,0.0,6.93,16.17
Consumer,Aurora,Colorado,Office Supplies,Envelopes,12.536,1,0.2,4.2309,8.3051
Consumer,Aurora,Colorado,Office Supplies,Binders,1.08,2,0.7,-0.792,1.872
Consumer,Aurora,Colorado,Office Supplies,Fasteners,4.512,3,0.2,0.846,3.6659999999999995
Corporate,Lehi,Utah,Technology,Phones,16.776,3,0.2,1.6776,15.0984
Home Office,Tuscaloosa,Alabama,Office Supplies,Binders,33.74,7,0.0,15.5204,18.2196
Consumer,San Francisco,California,Office Supplies,Storage,1325.85,5,0.0,238.653,1087.197
Consumer,San Francisco,California,Furniture,Bookcases,333.999,3,0.15,3.9294,330.06960000000004
Consumer,San Francisco,California,Office Supplies,Art,19.9,5,0.0,6.567,13.332999999999998
Consumer,Wilmington,Delaware,Furniture,Chairs,1268.82,9,0.0,266.4522,1002.3678
Consumer,Wilmington,Delaware,Furniture,Bookcases,283.92,4,0.0,82.3368,201.58320000000003
Consumer,Wilmington,Delaware,Office Supplies,Art,5.68,2,0.0,1.7608,3.9192
Consumer,Lafayette,Indiana,Office Supplies,Storage,375.34,1,0.0,18.767,356.573
Consumer,Redondo Beach,California,Office Supplies,Paper,96.08,2,0.0,46.1184,49.9616
Consumer,Redondo Beach,California,Office Supplies,Binders,11.68,2,0.2,3.942,7.7379999999999995
Consumer,Redondo Beach,California,Office Supplies,Fasteners,4.36,2,0.0,1.7876,2.5724
Consumer,Seattle,Washington,Office Supplies,Labels,29.24,4,0.0,13.7428,15.497199999999998
Consumer,Los Angeles,California,Office Supplies,Binders,117.488,7,0.2,41.1208,76.3672
Consumer,Los Angeles,California,Furniture,Furnishings,18.84,3,0.0,6.0288,12.8112
Consumer,New York City,New York,Office Supplies,Art,12.42,3,0.0,5.2164,7.2036
Consumer,Royal Oak,Michigan,Office Supplies,Paper,12.96,2,0.0,6.2208,6.739200000000001
Corporate,San Francisco,California,Office Supplies,Appliances,69.48,1,0.0,20.844,48.636
Corporate,New York City,New York,Technology,Phones,85.9,2,0.0,2.577,83.32300000000001
Corporate,North Las Vegas,Nevada,Office Supplies,Art,18.06,7,0.0,4.6956,13.3644
Corporate,North Las Vegas,Nevada,Office Supplies,Paper,79.14,3,0.0,36.4044,42.7356
Corporate,North Las Vegas,Nevada,Furniture,Furnishings,37.4,2,0.0,14.212,23.188
Consumer,Carrollton,Texas,Office Supplies,Binders,2.512,2,0.8,-4.396,6.9079999999999995
Consumer,Carrollton,Texas,Office Supplies,Fasteners,18.864,9,0.2,6.1308,12.7332
Home Office,Los Angeles,California,Technology,Phones,61.192,1,0.2,6.1192,55.0728
Home Office,Los Angeles,California,Office Supplies,Appliances,67.84,1,0.0,18.3168,49.5232
Consumer,Seattle,Washington,Furniture,Chairs,48.712,1,0.2,5.4801,43.2319
Consumer,Seattle,Washington,Office Supplies,Art,17.94,3,0.0,4.6644,13.2756
Consumer,Seattle,Washington,Office Supplies,Storage,242.94,3,0.0,4.8588,238.0812
Consumer,Fort Lauderdale,Florida,Office Supplies,Binders,7.764,4,0.7,-5.176,12.940000000000001
Corporate,Columbia,Tennessee,Technology,Phones,467.04,4,0.2,58.38,408.66
Home Office,Providence,Rhode Island,Technology,Phones,128.85,3,0.0,3.8655,124.9845
Home Office,Providence,Rhode Island,Office Supplies,Paper,8.4,2,0.0,4.116,4.284000000000001
Home Office,Providence,Rhode Island,Technology,Accessories,199.98,2,0.0,83.9916,115.98839999999998
Home Office,Providence,Rhode Island,Furniture,Chairs,110.98,1,0.0,15.5372,95.4428
Corporate,Jacksonville,Florida,Furniture,Chairs,207.984,2,0.2,-28.5978,236.58180000000002
Corporate,Jacksonville,Florida,Office Supplies,Paper,36.112,2,0.2,12.6392,23.4728
Corporate,Jacksonville,Florida,Furniture,Furnishings,35.568,2,0.2,5.7798,29.788199999999996
Corporate,Jacksonville,Florida,Office Supplies,Paper,88.768,2,0.2,31.0688,57.699200000000005
Home Office,Oceanside,California,Office Supplies,Paper,12.9,2,0.0,6.321,6.579000000000001
Corporate,Jacksonville,Florida,Technology,Accessories,717.12,9,0.2,152.388,564.732
Consumer,New York City,New York,Office Supplies,Binders,21.36,5,0.2,7.209,14.151
Consumer,New York City,New York,Office Supplies,Binders,6.688,2,0.2,2.3408,4.347199999999999
Consumer,New York City,New York,Technology,Phones,773.94,6,0.0,224.4426,549.4974000000001
Corporate,Chicago,Illinois,Office Supplies,Supplies,20.568,3,0.2,1.5426,19.0254
Corporate,Chicago,Illinois,Office Supplies,Appliances,4.356,2,0.8,-11.7612,16.1172
Corporate,Chicago,Illinois,Technology,Accessories,19.04,4,0.2,-1.428,20.468
Corporate,Huntington Beach,California,Office Supplies,Labels,5.22,2,0.0,2.4012,2.8188
Consumer,San Diego,California,Office Supplies,Storage,84.84,3,0.0,22.9068,61.9332
Corporate,Nashville,Tennessee,Office Supplies,Fasteners,7.24,5,0.2,1.1765,6.0635
Consumer,New York City,New York,Office Supplies,Labels,14.4,5,0.0,7.056,7.344
Home Office,Colorado Springs,Colorado,Office Supplies,Paper,15.552,3,0.2,5.4432,10.108799999999999
Home Office,Colorado Springs,Colorado,Furniture,Chairs,1325.76,6,0.2,149.148,1176.612
Home Office,Colorado Springs,Colorado,Office Supplies,Binders,3.108,2,0.7,-2.1756,5.2836
Home Office,San Francisco,California,Office Supplies,Binders,6.672,3,0.2,2.1684,4.5036
Home Office,San Francisco,California,Technology,Phones,689.408,4,0.2,77.5584,611.8496
Corporate,Chicago,Illinois,Office Supplies,Binders,1889.99,5,0.8,-2929.4845,4819.4745
Corporate,Memphis,Tennessee,Office Supplies,Envelopes,55.936,8,0.2,18.8784,37.0576
Corporate,Memphis,Tennessee,Office Supplies,Labels,18.432,8,0.2,5.9904,12.441599999999998
Corporate,Memphis,Tennessee,Furniture,Furnishings,20.32,5,0.2,3.556,16.764
Home Office,New York City,New York,Office Supplies,Binders,52.064,4,0.2,18.8732,33.190799999999996
Corporate,Raleigh,North Carolina,Office Supplies,Appliances,48.784,1,0.2,3.6588,45.1252
Corporate,Raleigh,North Carolina,Office Supplies,Binders,13.092,4,0.7,-10.0372,23.1292
Home Office,Los Angeles,California,Technology,Phones,109.592,1,0.2,8.2194,101.3726
Home Office,Los Angeles,California,Office Supplies,Paper,56.7,5,0.0,27.783,28.917
Home Office,Los Angeles,California,Technology,Accessories,79.99,1,0.0,28.7964,51.193599999999996
Home Office,Newport News,Virginia,Office Supplies,Supplies,69.5,5,0.0,20.155,49.345
Home Office,Newport News,Virginia,Office Supplies,Paper,191.6,4,0.0,91.968,99.63199999999999
Consumer,Los Angeles,California,Office Supplies,Paper,10.56,2,0.0,5.0688,5.4912
Consumer,Jackson,Mississippi,Technology,Accessories,47.79,3,0.0,16.2486,31.5414
Corporate,Richmond,Indiana,Office Supplies,Storage,714.3,5,0.0,207.147,507.15299999999996
Home Office,New York City,New York,Technology,Machines,2321.9,2,0.0,1114.512,1207.3880000000001
Home Office,New York City,New York,Office Supplies,Storage,17.94,3,0.0,3.0498,14.890200000000002
Corporate,Philadelphia,Pennsylvania,Office Supplies,Binders,9.522,1,0.7,-6.9828,16.5048
Corporate,Philadelphia,Pennsylvania,Technology,Phones,791.964,6,0.4,-131.994,923.9580000000001
Corporate,Philadelphia,Pennsylvania,Office Supplies,Binders,4.923,3,0.7,-3.9384,8.8614
Corporate,Phoenix,Arizona,Furniture,Bookcases,209.979,7,0.7,-356.9643,566.9433
Home Office,Cleveland,Ohio,Office Supplies,Binders,33.93,3,0.7,-22.62,56.55
Home Office,Cleveland,Ohio,Office Supplies,Storage,222.32,7,0.2,25.011,197.309
Home Office,Cleveland,Ohio,Technology,Phones,210.564,6,0.4,-52.641,263.205
Consumer,Toledo,Ohio,Furniture,Furnishings,35.168,7,0.2,9.6712,25.4968
Consumer,Toledo,Ohio,Technology,Phones,1502.376,4,0.4,-250.396,1752.772
Consumer,Los Angeles,California,Furniture,Furnishings,10.11,3,0.0,3.2352,6.8748
Consumer,Los Angeles,California,Technology,Accessories,772.47,3,0.0,146.7693,625.7007000000001
Consumer,Los Angeles,California,Office Supplies,Supplies,20.46,2,0.0,5.3196,15.1404
Corporate,New York City,New York,Office Supplies,Supplies,347.58,3,0.0,17.379,330.20099999999996
Consumer,San Diego,California,Technology,Accessories,72.64,2,0.0,21.792,50.848
Consumer,San Diego,California,Technology,Accessories,772.47,3,0.0,146.7693,625.7007000000001
Consumer,San Diego,California,Furniture,Furnishings,39.92,4,0.0,11.1776,28.742400000000004
Consumer,Oklahoma City,Oklahoma,Office Supplies,Binders,33.48,2,0.0,16.4052,17.074799999999996
Consumer,Oklahoma City,Oklahoma,Technology,Phones,461.97,3,0.0,133.9713,327.9987
Consumer,Oklahoma City,Oklahoma,Office Supplies,Appliances,137.62,2,0.0,60.5528,77.06720000000001
Consumer,Oklahoma City,Oklahoma,Furniture,Chairs,302.67,3,0.0,72.6408,230.0292
Consumer,Chicago,Illinois,Technology,Accessories,239.976,3,0.2,53.9946,185.9814
Consumer,San Francisco,California,Office Supplies,Art,8.34,3,0.0,2.1684,6.1716
Consumer,San Francisco,California,Office Supplies,Supplies,8.57,1,0.0,2.2282,6.3418
Consumer,San Francisco,California,Office Supplies,Binders,119.616,8,0.2,40.3704,79.2456
Corporate,Vineland,New Jersey,Furniture,Chairs,212.94,3,0.0,25.5528,187.3872
Corporate,Vineland,New Jersey,Office Supplies,Appliances,26.49,1,0.0,7.4172,19.072799999999997
Home Office,Milwaukee,Wisconsin,Furniture,Bookcases,687.4,5,0.0,48.118,639.2819999999999
Corporate,Seattle,Washington,Furniture,Tables,653.55,3,0.0,111.1035,542.4465
Corporate,Seattle,Washington,Technology,Accessories,33.9,2,0.0,2.034,31.866
Consumer,Naperville,Illinois,Technology,Accessories,239.96,5,0.2,83.986,155.974
Corporate,Wilmington,Delaware,Furniture,Tables,199.836,4,0.3,-37.1124,236.94840000000002
Corporate,Wilmington,Delaware,Technology,Phones,716.0,2,0.0,193.32,522.6800000000001
Corporate,Wilmington,Delaware,Office Supplies,Binders,221.06,7,0.0,103.8982,117.1618
Consumer,Los Angeles,California,Office Supplies,Paper,67.71,3,0.0,32.5008,35.209199999999996
Consumer,Los Angeles,California,Office Supplies,Appliances,129.92,4,0.0,38.976,90.94399999999999
Consumer,Los Angeles,California,Furniture,Furnishings,467.46,9,0.0,191.6586,275.80139999999994
Consumer,Los Angeles,California,Office Supplies,Paper,61.4,5,0.0,28.858,32.542
Consumer,Los Angeles,California,Office Supplies,Storage,720.76,4,0.0,187.3976,533.3624
Consumer,Los Angeles,California,Office Supplies,Binders,5.184,3,0.2,1.8144,3.3696
Consumer,Los Angeles,California,Office Supplies,Art,14.7,5,0.0,3.969,10.731
Consumer,Chicago,Illinois,Office Supplies,Binders,8.134,7,0.8,-13.8278,21.9618
Consumer,Chicago,Illinois,Technology,Accessories,79.984,2,0.2,13.9972,65.98679999999999
Home Office,Des Moines,Washington,Office Supplies,Paper,18.54,2,0.0,8.7138,9.826199999999998
Corporate,Philadelphia,Pennsylvania,Office Supplies,Envelopes,24.4,2,0.2,7.93,16.47
Consumer,Atlanta,Georgia,Office Supplies,Paper,195.64,4,0.0,91.9508,103.68919999999999
Consumer,Dallas,Texas,Technology,Accessories,398.4,5,0.2,84.66,313.74
Consumer,Dallas,Texas,Office Supplies,Art,7.056,3,0.2,0.7938,6.2622
Consumer,Dallas,Texas,Furniture,Bookcases,1352.3976,9,0.32,-437.5404,1789.938
Consumer,Moreno Valley,California,Office Supplies,Paper,26.4,5,0.0,11.88,14.519999999999998
Consumer,Moreno Valley,California,Office Supplies,Storage,41.88,6,0.0,0.8376,41.0424
Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,99.846,9,0.7,-83.205,183.051
Consumer,Georgetown,Kentucky,Technology,Phones,699.98,2,0.0,195.9944,503.9856
Consumer,Georgetown,Kentucky,Office Supplies,Storage,584.82,9,0.0,70.1784,514.6416
Consumer,Minneapolis,Minnesota,Office Supplies,Binders,43.98,2,0.0,21.99,21.99
Consumer,Minneapolis,Minnesota,Technology,Phones,377.97,3,0.0,105.8316,272.13840000000005
Consumer,Minneapolis,Minnesota,Furniture,Furnishings,123.96,3,0.0,11.1564,112.80359999999999
Consumer,Wilmington,Delaware,Technology,Phones,391.98,2,0.0,113.6742,278.30580000000003
Consumer,Burlington,North Carolina,Technology,Accessories,383.976,3,0.2,81.5949,302.3811
Consumer,Burlington,North Carolina,Furniture,Tables,1781.682,7,0.4,-653.2834,2434.9654
Home Office,Los Angeles,California,Office Supplies,Art,21.4,5,0.0,6.206,15.193999999999999
Home Office,Trenton,Michigan,Technology,Copiers,549.99,1,0.0,274.995,274.995
Home Office,Trenton,Michigan,Office Supplies,Appliances,167.535,3,0.1,37.23,130.305
Home Office,Trenton,Michigan,Office Supplies,Envelopes,38.34,3,0.0,17.253,21.087000000000003
Home Office,Trenton,Michigan,Furniture,Furnishings,53.88,6,0.0,22.6296,31.250400000000003
Home Office,Trenton,Michigan,Technology,Phones,299.98,2,0.0,83.9944,215.98560000000003
Consumer,San Francisco,California,Office Supplies,Storage,62.8,4,0.0,15.7,47.099999999999994
Consumer,Los Angeles,California,Office Supplies,Binders,13.904,2,0.2,4.5188,9.385200000000001
Consumer,Houston,Texas,Furniture,Tables,744.1,5,0.3,-95.67,839.77
Consumer,Houston,Texas,Office Supplies,Storage,44.84,5,0.2,5.605,39.235
Consumer,Houston,Texas,Furniture,Tables,401.59,2,0.3,-131.951,533.5409999999999
Home Office,Milwaukee,Wisconsin,Office Supplies,Binders,18.24,3,0.0,8.5728,9.667199999999998
Consumer,San Francisco,California,Furniture,Bookcases,359.499,3,0.15,-29.6058,389.1048
Consumer,San Francisco,California,Office Supplies,Storage,10.48,1,0.0,2.8296,7.6504
Home Office,Cleveland,Ohio,Office Supplies,Paper,20.736,4,0.2,7.2576,13.4784
Consumer,Monroe,North Carolina,Technology,Accessories,35.168,4,0.2,8.3524,26.8156
Consumer,Monroe,North Carolina,Office Supplies,Paper,64.704,3,0.2,23.4552,41.24879999999999
Corporate,Lowell,Massachusetts,Office Supplies,Paper,105.52,4,0.0,48.5392,56.980799999999995
Home Office,Dallas,Texas,Office Supplies,Binders,5.792,2,0.8,-9.5568,15.3488
Corporate,Philadelphia,Pennsylvania,Technology,Phones,466.158,7,0.4,-93.2316,559.3896
Corporate,Philadelphia,Pennsylvania,Technology,Accessories,10.312,1,0.2,-1.289,11.600999999999999
Corporate,Philadelphia,Pennsylvania,Office Supplies,Binders,2.556,3,0.7,-1.7892,4.3452
Corporate,Loveland,Colorado,Office Supplies,Paper,7.968,2,0.2,2.8884,5.0796
Corporate,Loveland,Colorado,Office Supplies,Envelopes,8.784,1,0.2,3.1842,5.5998
Consumer,Loveland,Colorado,Office Supplies,Fasteners,3.024,3,0.2,-0.6048,3.6288
Corporate,Woonsocket,Rhode Island,Office Supplies,Storage,51.45,3,0.0,13.8915,37.5585
Consumer,Chicago,Illinois,Office Supplies,Appliances,14.016,4,0.8,-31.536,45.552
Consumer,Chicago,Illinois,Furniture,Tables,214.95,5,0.5,-120.372,335.322
